"question_id","version","module","subtype","item_format","difficulty","drift_role","prompt_template","turn_script","ground_truth","scoring_method","scoring_params","module_quota_tag","qa_status","rotation_replaceable","rotation_priority","rotation_expected_lifespan_days","provenance_rewrite_ids","provenance_source_candidate_ids","provenance_transformation_summary","notes"
"A4-011","QB-v1.2","A4","summarization","single_turn","medium","capability","Summarize the following article in 45-75 English words.

Article:
The coastal rail authority published a one-page update. It said weekend trains would shift to a reduced timetable for six weeks while bridge repainting continued. Crews would work overnight to avoid commuter disruption. The authority also promised extra station staff and clearer platform signage.","","Weekend trains will run on a reduced timetable for six weeks while bridge repainting continues. Overnight work is meant to limit commuter disruption, and the authority will add station staff and clearer platform signs.","rouge_l","{""max_words"": 75, ""min_words"": 45}","summary","ready","True","1","90","rw-a4-011","cnn-dailymail-bdf542b05c1717ae9ef064e5fafa4a2946785d09","Privateized A4/summarization item derived from CNN/DailyMail.",""
"A4-012","QB-v1.2","A4","summarization","single_turn","medium","capability","Summarize the following article in 45-75 English words.

Article:
A university launched a small grant program for student climate projects. Awards will range from 500 to 3000 dollars. Teams must submit a one-page plan, a budget, and a faculty sponsor letter. Finalists will present in late October.","","The university created a student climate grant program offering 500 to 3000 dollars. Applicants need a short plan, budget, and faculty sponsor letter, and finalists will present in late October.","rouge_l","{""max_words"": 75, ""min_words"": 45}","summary","ready","True","1","90","rw-a4-012","cnn-dailymail-c2be332536700d93414c42c72ae38e21c98dee63","Privateized A4/summarization item derived from CNN/DailyMail.",""
"A4-013","QB-v1.2","A4","summarization","single_turn","medium","capability","Summarize the following article in 45-75 English words.

Article:
The city food bank reported a strong month for donations after three neighborhood drives. Shelf-stable meals, baby formula, and hygiene kits were the most requested items. Organizers said volunteer shifts for sorting and home delivery remain open every Thursday evening.","","Three neighborhood drives boosted donations to the city food bank. The most needed items are shelf-stable meals, baby formula, and hygiene kits, while Thursday evening volunteer shifts for sorting and delivery are still open.","rouge_l","{""max_words"": 75, ""min_words"": 45}","summary","ready","True","1","90","rw-a4-013","cnn-dailymail-14c1b26ea2b78196c2d1cf3a5882aedb2f6558aa","Privateized A4/summarization item derived from CNN/DailyMail.",""
"A4-014","QB-v1.2","A4","summarization","single_turn","medium","capability","Summarize the following article in 45-75 English words.

Article:
A software team completed a two-week reliability sprint. They reduced alert noise, removed duplicate dashboards, and documented recovery steps for the top five incidents. A follow-up sprint will focus on database failover drills.","","During a two-week reliability sprint, the software team reduced alert noise, removed duplicate dashboards, and documented responses for the top five incidents. The next sprint will focus on database failover drills.","rouge_l","{""max_words"": 75, ""min_words"": 45}","summary","ready","True","1","90","rw-a4-014","cnn-dailymail-f4a21564e3c65809f110b832138f2a3cf5b019cc","Privateized A4/summarization item derived from CNN/DailyMail.",""
"A4-015","QB-v1.2","A4","summarization","single_turn","medium","capability","Summarize the following article in 45-75 English words.

Article:
A regional hospital opened a new outpatient imaging wing. The wing adds two MRI rooms, one CT room, and a shared consultation area. Leadership expects average scheduling delays to fall by roughly 20 percent by the end of the quarter.","","The hospital opened an outpatient imaging wing with two MRI rooms, one CT room, and a consultation area. Leaders expect scheduling delays to drop about 20 percent by quarter end.","rouge_l","{""max_words"": 75, ""min_words"": 45}","summary","ready","True","1","90","rw-a4-015","cnn-dailymail-0bcc5c7a3e66e114aaa39dcca83d4656d5978022","Privateized A4/summarization item derived from CNN/DailyMail.",""
"A4-016","QB-v1.2","A4","summarization","single_turn","medium","capability","Summarize the following article in 45-75 English words.

Article:
The agriculture office warned that early heat could stress young rice plants. It advised farmers to increase morning irrigation checks and delay fertilizer application until cooler conditions return. Inspectors will publish a follow-up bulletin next Tuesday.","","The agriculture office warned that early heat may stress young rice plants. Farmers are advised to check morning irrigation more often and postpone fertilizer until cooler weather, with another bulletin due next Tuesday.","rouge_l","{""max_words"": 75, ""min_words"": 45}","summary","ready","True","1","90","rw-a4-016","cnn-dailymail-43276372450d31aad099a3cfc1f5fe931a419329","Privateized A4/summarization item derived from CNN/DailyMail.",""
"A4-017","QB-v1.2","A4","summarization","single_turn","medium","capability","Summarize the following article in 45-75 English words.

Article:
A nonprofit upgraded its literacy program by adding tablet-based reading exercises, weekend tutor sessions, and progress dashboards for parents. Program managers said the goal is to help students practice more consistently between school days.","","The nonprofit expanded its literacy program with tablet reading exercises, weekend tutoring, and parent dashboards. The changes aim to help students practice more consistently outside regular school days.","rouge_l","{""max_words"": 75, ""min_words"": 45}","summary","ready","True","1","90","rw-a4-017","cnn-dailymail-10f9d53382cb52d77c1090e9ebf062bf8cb64f59","Privateized A4/summarization item derived from CNN/DailyMail.",""
"A4-018","QB-v1.2","A4","summarization","single_turn","medium","capability","Summarize the following article in 45-75 English words.

Article:
A museum restored a 19th-century clock tower after structural surveys found water damage. Conservators repaired the gears, sealed the roof, and digitized maintenance records. The tower will reopen with guided visits twice each afternoon.","","After surveys found water damage, the museum restored the 19th-century clock tower by repairing gears, sealing the roof, and digitizing maintenance records. It will reopen with guided visits twice each afternoon.","rouge_l","{""max_words"": 75, ""min_words"": 45}","summary","ready","True","1","90","rw-a4-018","cnn-dailymail-9b040dde80ca3388e9ce9512bb270c2a9e72f1de","Privateized A4/summarization item derived from CNN/DailyMail.",""
"A4-019","QB-v1.2","A4","summarization","single_turn","medium","capability","Summarize the following article in 45-75 English words.

Article:
A logistics company piloted reusable packaging on two intercity routes. It found that return rates improved when drivers collected empty containers during the next scheduled delivery rather than through a separate pickup.","","The logistics company found reusable packaging worked better on two intercity routes when drivers collected empty containers during the next scheduled delivery instead of a separate pickup.","rouge_l","{""max_words"": 75, ""min_words"": 45}","summary","ready","True","1","90","rw-a4-019","cnn-dailymail-dc0f01376a2e0cfe8dff118a43eae341ac24cf41","Privateized A4/summarization item derived from CNN/DailyMail.",""
"A4-020","QB-v1.2","A4","summarization","single_turn","medium","capability","Summarize the following article in 45-75 English words.

Article:
A public broadcaster reorganized its newsletter lineup. The morning edition will focus on short explainers, the evening edition on analysis, and a weekly Saturday issue on long-form interviews. Subscribers can now choose one, two, or all three editions.","","The broadcaster split its newsletters into a morning explainer edition, an evening analysis edition, and a weekly Saturday interview edition. Subscribers can choose any combination of the three.","rouge_l","{""max_words"": 75, ""min_words"": 45}","summary","ready","True","1","90","rw-a4-020","cnn-dailymail-223f2d2ff1fa774a816c9dbd0253e8d158b6bc7d","Privateized A4/summarization item derived from CNN/DailyMail.",""
"A4-021","QB-v1.2","A4","multi_hop_qa","single_turn","medium","capability","Context A:
The first rover landed in Sector East and collected dust samples.

Context B:
Only the rover carrying dust samples returned before sunset.

Question: Which rover returned before sunset?","","the rover in Sector East","multi_hop_answer_match","{""all_answers"": [""the rover in Sector East""]}","multi_hop","ready","True","1","90","rw-a4-021","cnn-dailymail-ae99cbf7b2eff2e7468c3282a992863556b0f3b1","Privateized A4/multi_hop_qa item derived from CNN/DailyMail.",""
"A4-022","QB-v1.2","A4","multi_hop_qa","single_turn","medium","capability","Context A:
Mira manages the archive team. The archive team shares a floor with the audio lab.

Context B:
The team sharing a floor with the audio lab will lead Friday's demo.

Question: Who will lead Friday's demo?","","Mira","multi_hop_answer_match","{""all_answers"": [""Mira""]}","multi_hop","ready","True","1","90","rw-a4-022","cnn-dailymail-64d7ee44a6d3c726d4f5d197c325fd728e02ec53","Privateized A4/multi_hop_qa item derived from CNN/DailyMail.",""
"A4-023","QB-v1.2","A4","multi_hop_qa","single_turn","medium","capability","Context A:
The blue warehouse stores paper records. Paper records need dehumidifiers during the rainy season.

Context B:
Any building that needs dehumidifiers will receive an inspection on Monday.

Question: Which warehouse will receive an inspection on Monday?","","the blue warehouse","multi_hop_answer_match","{""all_answers"": [""the blue warehouse""]}","multi_hop","ready","True","1","90","rw-a4-023","cnn-dailymail-e7203d308fc92da3852e54616a1cfe7bc3d2066c","Privateized A4/multi_hop_qa item derived from CNN/DailyMail.",""
"A4-024","QB-v1.2","A4","multi_hop_qa","single_turn","medium","capability","Context A:
Line 4 connects Harbor Station to Hill Square.

Context B:
The line connecting Harbor Station is suspended this weekend.

Question: Which line is suspended this weekend?","","Line 4","multi_hop_answer_match","{""all_answers"": [""Line 4""]}","multi_hop","ready","True","1","90","rw-a4-024","cnn-dailymail-8d730691304ac1b2aa00f033bca162d41a35bb4b","Privateized A4/multi_hop_qa item derived from CNN/DailyMail.",""
"A4-025","QB-v1.2","A4","multi_hop_qa","single_turn","medium","capability","Context A:
Project Lantern depends on the telemetry gateway.

Context B:
Any project that depends on the telemetry gateway must complete the security review first.

Question: Which project must complete the security review first?","","Project Lantern","multi_hop_answer_match","{""all_answers"": [""Project Lantern""]}","multi_hop","ready","True","1","90","rw-a4-025","cnn-dailymail-2ccf1b3c6c99f113f51997fa901e13504ca11a49","Privateized A4/multi_hop_qa item derived from CNN/DailyMail.",""
"A4-026","QB-v1.2","A4","multi_hop_qa","single_turn","medium","capability","Context A:
Only reports tagged amber require director approval.

Context B:
The rainfall report was tagged amber after recalculation.

Question: Which report requires director approval?","","the rainfall report","multi_hop_answer_match","{""all_answers"": [""the rainfall report""]}","multi_hop","ready","True","1","90","rw-a4-026","cnn-dailymail-a808527fc922d43981f743e8ef253783205deaf0","Privateized A4/multi_hop_qa item derived from CNN/DailyMail.",""
"A4-027","QB-v1.2","A4","multi_hop_qa","single_turn","medium","capability","Context A:
The seed lot from Farm 7 was placed in cold storage.

Context B:
Anything in cold storage will be audited next month.

Question: What will be audited next month?","","the seed lot from Farm 7","multi_hop_answer_match","{""all_answers"": [""the seed lot from Farm 7""]}","multi_hop","ready","True","1","90","rw-a4-027","cnn-dailymail-08ac0d3791342869695f24bbb18e0e78b0771ff1","Privateized A4/multi_hop_qa item derived from CNN/DailyMail.",""
"A4-028","QB-v1.2","A4","multi_hop_qa","single_turn","medium","capability","Context A:
The trial with the smallest dropout rate advanced to phase two.

Context B:
Trial Cedars had the smallest dropout rate.

Question: Which trial advanced to phase two?","","Trial Cedars","multi_hop_answer_match","{""all_answers"": [""Trial Cedars""]}","multi_hop","ready","True","1","90","rw-a4-028","cnn-dailymail-03fefc8c93587d4241eb782e25dd7525b0963392","Privateized A4/multi_hop_qa item derived from CNN/DailyMail.",""
"A4-029","QB-v1.2","A4","multi_hop_qa","single_turn","medium","capability","Context A:
The museum's west annex houses the textile exhibit.

Context B:
The exhibit in the west annex closes one hour later than the main hall.

Question: Which exhibit closes later than the main hall?","","the textile exhibit","multi_hop_answer_match","{""all_answers"": [""the textile exhibit""]}","multi_hop","ready","True","1","90","rw-a4-029","cnn-dailymail-e3e023362d6b02ff98eaa7b9608655a3519a0001","Privateized A4/multi_hop_qa item derived from CNN/DailyMail.",""
"A4-030","QB-v1.2","A4","multi_hop_qa","single_turn","medium","capability","Context A:
Dana reviewed the contract with the shortest renewal window.

Context B:
The vendor network contract has the shortest renewal window.

Question: Which contract did Dana review?","","the vendor network contract","multi_hop_answer_match","{""all_answers"": [""the vendor network contract""]}","multi_hop","ready","True","1","90","rw-a4-030","cnn-dailymail-b6d33bd44b3bdb42695474583a168d382ae4ffd5","Privateized A4/multi_hop_qa item derived from CNN/DailyMail.",""
