"question_id","version","module","subtype","item_format","difficulty","drift_role","prompt_template","turn_script","ground_truth","scoring_method","scoring_params","module_quota_tag","qa_status","rotation_replaceable","rotation_priority","rotation_expected_lifespan_days","provenance_rewrite_ids","provenance_source_candidate_ids","provenance_transformation_summary","notes"
"A6-011","QB-v1.2","A6","stateful_simulation","single_turn","hard","capability","项目状态流：初始 backlog。命令：start, block, unblock, review, approve。规则：start->in_progress；block 只在进行中生效；unblock 只在 blocked 生效回到 in_progress；review 只在 in_progress 生效；approve 只在 review 生效。问最终状态。","","approved","exact_match","{""response_max_tokens"": 512}","stateful_simulation","ready","True","1","90","rw-a6-011","bbh-bbeh-011; bbh-bbeh-012","Privateized A6/stateful_simulation item derived from BBEH, BBH.","QB-v1.1 A6 stateful simulation item inspired by PlanBench-style state tracking."
"A6-012","QB-v1.2","A6","stateful_simulation","single_turn","hard","capability","某兑换系统积分初始 20。操作：兑换 6，奖励 3，兑换 10，奖励 2，兑换 15。积分不足时兑换失败。问最终积分。只输出数字。","","9","numeric_em","{""response_max_tokens"": 512}","stateful_simulation","ready","True","1","90","rw-a6-012","bbh-bbeh-012; zebra-plan-001","Privateized A6/stateful_simulation item derived from BBEH, ZebraLogic.","QB-v1.1 A6 stateful simulation item inspired by PlanBench-style state tracking."
"A6-013","QB-v1.2","A6","stateful_simulation","single_turn","hard","capability","一台清洗机有三个桶，初始液量 2,4,6。操作：1->2 倒 1 单位，3->1 倒 2 单位，2 清空，1->3 倒 1 单位。问最终液量，格式 `1=x,2=y,3=z`。","","1=2,2=0,3=5","exact_match","{""response_max_tokens"": 512}","stateful_simulation","ready","True","1","90","rw-a6-013","zebra-plan-001; zebra-plan-002","Privateized A6/stateful_simulation item derived from ZebraLogic.","QB-v1.1 A6 stateful simulation item inspired by PlanBench-style state tracking."
"A6-014","QB-v1.2","A6","stateful_simulation","single_turn","hard","capability","员工工时卡记录：A 签到、A 任务2、B 签到、A 任务1、A 签退、A 任务4、B 任务3。只有签到后且签退前的任务有效。问 A 与 B 的有效任务总量，格式 `A=x,B=y`。","","A=3,B=3","exact_match","{""response_max_tokens"": 512}","stateful_simulation","ready","True","1","90","rw-a6-014","zebra-plan-002; zebra-plan-003","Privateized A6/stateful_simulation item derived from PlanBench, ZebraLogic.","QB-v1.1 A6 stateful simulation item inspired by PlanBench-style state tracking."
"A6-015","QB-v1.2","A6","stateful_simulation","single_turn","hard","capability","某投票计分系统规则：赞成 +2，反对 -1，弃权 0。序列为：赞成、赞成、反对、弃权、反对、赞成。问最终得分。只输出数字。","","4","numeric_em","{""response_max_tokens"": 512}","stateful_simulation","ready","True","1","90","rw-a6-015","zebra-plan-003; zebra-plan-004","Privateized A6/stateful_simulation item derived from PlanBench.","QB-v1.1 A6 stateful simulation item inspired by PlanBench-style state tracking."
"A6-016","QB-v1.2","A6","spatial_symbolic_reasoning","single_turn","hard","capability","在 10x10 棋盘上给定两点 A(2,2) 与 B(8,2)。候选顶点有 C1(5,8), C2(5,7), C3(5,6)。哪一个与 AB 组成面积最大的等腰三角形？只输出候选编号。","","C1","exact_match","{""response_max_tokens"": 768}","spatial_symbolic_reasoning","ready","True","1","90","rw-a6-016","zebra-plan-004; zebra-plan-005","Privateized A6/spatial_symbolic_reasoning item derived from PlanBench, ZebraLogic.","QB-v1.1 A6 spatial/symbolic item inspired by ZebraLogic and geometry-constrained reasoning tasks."
"A6-017","QB-v1.2","A6","spatial_symbolic_reasoning","single_turn","hard","capability","激光布局题：10x10 网格中墙体在 (3,4),(4,4),(5,4)。若激光器放在候选点 P1(2,4), P2(4,2), P3(7,4)，激光沿四联通方向直射直到遇墙。哪个点能照亮最多空格？只输出候选编号。","","P2","exact_match","{""response_max_tokens"": 768}","spatial_symbolic_reasoning","ready","True","1","90","rw-a6-017","zebra-plan-005; zebra-plan-006","Privateized A6/spatial_symbolic_reasoning item derived from PlanBench, ZebraLogic.","QB-v1.1 A6 spatial/symbolic item inspired by ZebraLogic and geometry-constrained reasoning tasks."
"A6-018","QB-v1.2","A6","spatial_symbolic_reasoning","single_turn","hard","capability","一个 4x4 拼图板需要用三块 2x2 小拼图填成目标图形。目标图形占据坐标 {(1,1),(1,2),(2,1),(2,2),(3,3),(3,4),(4,3),(4,4),(1,4),(2,4),(3,4),(4,4)}。候选拼图 A 覆盖左上 2x2，B 覆盖右下 2x2，C 覆盖最右列上三格与底右一格。问应该选择哪些拼图，按字母升序输出，用逗号分隔。","","A,B,C","exact_match","{""response_max_tokens"": 768}","spatial_symbolic_reasoning","ready","True","1","90","rw-a6-018","zebra-plan-006; zebra-plan-007","Privateized A6/spatial_symbolic_reasoning item derived from PlanBench, ZebraLogic.","QB-v1.1 A6 spatial/symbolic item inspired by ZebraLogic and geometry-constrained reasoning tasks."
"A6-019","QB-v1.2","A6","spatial_symbolic_reasoning","single_turn","hard","capability","地形迷宫中，起点 S 在 (1,1)，终点 T 在 (4,4)。墙在 (2,2),(2,3),(3,2)。若允许上下左右移动，最短路径长度是多少？只输出数字。","","6","numeric_em","{""response_max_tokens"": 768}","spatial_symbolic_reasoning","ready","True","1","90","rw-a6-019","zebra-plan-007; zebra-plan-008","Privateized A6/spatial_symbolic_reasoning item derived from PlanBench, ZebraLogic.","QB-v1.1 A6 spatial/symbolic item inspired by ZebraLogic and geometry-constrained reasoning tasks."
"A6-020","QB-v1.2","A6","spatial_symbolic_reasoning","single_turn","hard","capability","在坐标平面上有三个候选监测塔：T1(0,0), T2(4,0), T3(2,3)。哪两个塔之间距离最短？输出格式 `T?-T?`。","","T1-T3","exact_match","{""response_max_tokens"": 768}","spatial_symbolic_reasoning","ready","True","1","90","rw-a6-020","zebra-plan-008; zebra-plan-009","Privateized A6/spatial_symbolic_reasoning item derived from PlanBench, ZebraLogic.","QB-v1.1 A6 spatial/symbolic item inspired by ZebraLogic and geometry-constrained reasoning tasks."
"A6-021","QB-v1.2","A6","spatial_symbolic_reasoning","single_turn","hard","capability","有三个立方体投影：前视图宽 3 高 2，全为实心；侧视图宽 2 高 2，只有右上缺失；俯视图为 3x2，全为实心。以下哪个三维体积最小且满足条件：A=5, B=6, C=7。只输出字母。","","B","exact_match","{""response_max_tokens"": 768}","spatial_symbolic_reasoning","ready","True","1","90","rw-a6-021","zebra-plan-009; zebra-plan-010","Privateized A6/spatial_symbolic_reasoning item derived from PlanBench, ZebraLogic.","QB-v1.1 A6 spatial/symbolic item inspired by ZebraLogic and geometry-constrained reasoning tasks."
"A6-022","QB-v1.2","A6","spatial_symbolic_reasoning","single_turn","hard","capability","棋盘上黑格定义为 x+y 为偶数。给定点 (1,4)、(2,5)、(6,6) 中有几个黑格？只输出数字。","","2","numeric_em","{""response_max_tokens"": 768}","spatial_symbolic_reasoning","ready","True","1","90","rw-a6-022","zebra-plan-010; zebra-plan-011","Privateized A6/spatial_symbolic_reasoning item derived from PlanBench, ZebraLogic.","QB-v1.1 A6 spatial/symbolic item inspired by ZebraLogic and geometry-constrained reasoning tasks."
"A6-023","QB-v1.2","A6","spatial_symbolic_reasoning","single_turn","hard","capability","某三角形三个顶点分别是 (1,1),(5,1),(3,4)。其底边是哪一条边？按两个端点输出，如 `(1,1)-(5,1)`。","","(1,1)-(5,1)","exact_match","{""response_max_tokens"": 768}","spatial_symbolic_reasoning","ready","True","1","90","rw-a6-023","zebra-plan-011; zebra-plan-012","Privateized A6/spatial_symbolic_reasoning item derived from PlanBench, ZebraLogic.","QB-v1.1 A6 spatial/symbolic item inspired by ZebraLogic and geometry-constrained reasoning tasks."
"A6-024","QB-v1.2","A6","spatial_symbolic_reasoning","single_turn","hard","capability","一个机器人在方格图中从 (2,2) 出发，依次执行 上、右、右、下、左。最终坐标是多少？格式 `(x,y)`。","","(3,2)","exact_match","{""response_max_tokens"": 768}","spatial_symbolic_reasoning","ready","True","1","90","rw-a6-024","zebra-plan-012; bbh-bbeh-001","Privateized A6/spatial_symbolic_reasoning item derived from BBH, PlanBench.","QB-v1.1 A6 spatial/symbolic item inspired by ZebraLogic and geometry-constrained reasoning tasks."
"A6-025","QB-v1.2","A6","spatial_symbolic_reasoning","single_turn","hard","capability","10x10 网格中要放两个激光器，候选组合有 A={(2,2),(8,2)}, B={(2,2),(2,8)}, C={(5,1),(5,9)}。若希望覆盖不同的行数最多，应选哪组？只输出 A/B/C。","","B","exact_match","{""response_max_tokens"": 768}","spatial_symbolic_reasoning","ready","True","1","90","rw-a6-025","bbh-bbeh-001; bbh-bbeh-002","Privateized A6/spatial_symbolic_reasoning item derived from BBEH, BBH.","QB-v1.1 A6 spatial/symbolic item inspired by ZebraLogic and geometry-constrained reasoning tasks."
"A6-026","QB-v1.2","A6","spatial_symbolic_reasoning","single_turn","hard","capability","一个 5x5 字符矩阵要求主对角线填 X，副对角线填 O，中心格如果重叠则填 *。问矩阵中心字符是什么？只输出一个字符。","","*","exact_match","{""response_max_tokens"": 768}","spatial_symbolic_reasoning","ready","True","1","90","rw-a6-026","bbh-bbeh-002; bbh-bbeh-003","Privateized A6/spatial_symbolic_reasoning item derived from BBEH, BBH.","QB-v1.1 A6 spatial/symbolic item inspired by ZebraLogic and geometry-constrained reasoning tasks."
"A6-027","QB-v1.2","A6","spatial_symbolic_reasoning","single_turn","hard","capability","在 6x6 棋盘中，从 (1,1) 到 (6,6) 只允许向右或向下。若必须经过 (3,3)，则路径被分成两段。第一段最少步数是多少？只输出数字。","","4","numeric_em","{""response_max_tokens"": 768}","spatial_symbolic_reasoning","ready","True","1","90","rw-a6-027","bbh-bbeh-003; bbh-bbeh-004","Privateized A6/spatial_symbolic_reasoning item derived from BBEH, BBH.","QB-v1.1 A6 spatial/symbolic item inspired by ZebraLogic and geometry-constrained reasoning tasks."
"A6-028","QB-v1.2","A6","spatial_symbolic_reasoning","single_turn","hard","capability","两个矩形 R1: 左下(0,0) 右上(4,3)，R2: 左下(2,1) 右上(5,4)。它们重叠区域面积是多少？只输出数字。","","4","numeric_em","{""response_max_tokens"": 768}","spatial_symbolic_reasoning","ready","True","1","90","rw-a6-028","bbh-bbeh-004; bbh-bbeh-005","Privateized A6/spatial_symbolic_reasoning item derived from BBEH, BBH.","QB-v1.1 A6 spatial/symbolic item inspired by ZebraLogic and geometry-constrained reasoning tasks."
"A6-029","QB-v1.2","A6","spatial_symbolic_reasoning","single_turn","hard","capability","某迷宫存在两条最短路，长度都为 8。若评分规则优先选择转弯次数更少的路线，而路线 A 转弯 3 次，路线 B 转弯 1 次，应选哪条？只输出 A/B。","","B","exact_match","{""response_max_tokens"": 768}","spatial_symbolic_reasoning","ready","True","1","90","rw-a6-029","bbh-bbeh-005; bbh-bbeh-006","Privateized A6/spatial_symbolic_reasoning item derived from BBEH, BBH.","QB-v1.1 A6 spatial/symbolic item inspired by ZebraLogic and geometry-constrained reasoning tasks."
"A6-030","QB-v1.2","A6","spatial_symbolic_reasoning","single_turn","hard","capability","给定三点 (0,0),(0,5),(4,0)，哪一点是直角顶点？只输出坐标。","","(0,0)","exact_match","{""response_max_tokens"": 768}","spatial_symbolic_reasoning","ready","True","1","90","rw-a6-030","bbh-bbeh-006; bbh-bbeh-007","Privateized A6/spatial_symbolic_reasoning item derived from BBEH, BBH.","QB-v1.1 A6 spatial/symbolic item inspired by ZebraLogic and geometry-constrained reasoning tasks."
"A6-031","QB-v1.2","A6","rule_induction_transformation","single_turn","hard","capability","观察示例：`3#5 -> 16`，`4#2 -> 10`，`6#1 -> 8`。已知规则对两个数字 a,b 先做一次线性组合，再加一个固定偏移。问 `7#3` 等于多少？只输出数字。","","22","numeric_em","{""response_max_tokens"": 768}","rule_induction_transformation","ready","True","1","90","rw-a6-031","bbh-bbeh-007; bbh-bbeh-008","Privateized A6/rule_induction_transformation item derived from BBEH, BBH.","QB-v1.1 A6 rule-induction item inspired by BBH/BBEH symbolic transformation patterns."
"A6-032","QB-v1.2","A6","rule_induction_transformation","single_turn","hard","capability","某简化干支纪年只保留天干 [甲,丙,戊,庚,壬] 五项，地支仍按 [子,丑,寅,卯,辰] 循环。第 1 年记为 甲子。问第 8 年记为什么？只输出两个汉字。","","戊寅","exact_match","{""response_max_tokens"": 768}","rule_induction_transformation","ready","True","1","90","rw-a6-032","bbh-bbeh-008; bbh-bbeh-009","Privateized A6/rule_induction_transformation item derived from BBEH, BBH.","QB-v1.1 A6 rule-induction item inspired by BBH/BBEH symbolic transformation patterns."
"A6-033","QB-v1.2","A6","rule_induction_transformation","single_turn","hard","capability","字符压缩示例：`ABBC -> A1B2C1`，`CCAA -> C2A2`。若再规定压缩后删去所有 `1`，问 `ABBCCCDA` 压缩结果是什么？","","AB2C3DA","exact_match","{""response_max_tokens"": 768}","rule_induction_transformation","ready","True","1","90","rw-a6-033","bbh-bbeh-009; bbh-bbeh-010","Privateized A6/rule_induction_transformation item derived from BBEH, BBH.","QB-v1.1 A6 rule-induction item inspired by BBH/BBEH symbolic transformation patterns."
"A6-034","QB-v1.2","A6","rule_induction_transformation","single_turn","hard","capability","观察计算示范：`f(2,3)=13`，`f(4,1)=21`，`f(3,2)=17`。若规则是 `a*a + 3*b`，则 `f(5,2)` 等于多少？只输出数字。","","31","numeric_em","{""response_max_tokens"": 768}","rule_induction_transformation","ready","True","1","90","rw-a6-034","bbh-bbeh-010; bbh-bbeh-011","Privateized A6/rule_induction_transformation item derived from BBEH, BBH.","QB-v1.1 A6 rule-induction item inspired by BBH/BBEH symbolic transformation patterns."
"A6-035","QB-v1.2","A6","rule_induction_transformation","single_turn","hard","capability","工具组合规则：钳子可把 `AB` 变 `BA`；压模可把相邻相同字符 `XX` 变 `Y`；切刀可删除最右字符。若从 `AABB` 出发，先压模一次，再钳子一次，再切刀一次，结果是什么？","","YA","exact_match","{""response_max_tokens"": 768}","rule_induction_transformation","ready","True","1","90","rw-a6-035","bbh-bbeh-011; bbh-bbeh-012","Privateized A6/rule_induction_transformation item derived from BBEH, BBH.","QB-v1.1 A6 rule-induction item inspired by BBH/BBEH symbolic transformation patterns."
"A6-036","QB-v1.2","A6","rule_induction_transformation","single_turn","hard","capability","矩阵填充规则：第一行从左到右写 1,2,3；第二行从右到左继续写 4,5,6；第三行再从左到右继续。问 3x3 矩阵中心数字是多少？","","5","numeric_em","{""response_max_tokens"": 768}","rule_induction_transformation","ready","True","1","90","rw-a6-036","bbh-bbeh-012; zebra-plan-001","Privateized A6/rule_induction_transformation item derived from BBEH, ZebraLogic.","QB-v1.1 A6 rule-induction item inspired by BBH/BBEH symbolic transformation patterns."
"A6-037","QB-v1.2","A6","rule_induction_transformation","single_turn","hard","capability","观察示例：`LIMA -> 4214`，`ECHO -> 3154`。规则是把每个字母替换成它在单词中按字母序排名的位置。问 `KILO` 的编码是什么？","","3142","numeric_em","{""response_max_tokens"": 768}","rule_induction_transformation","ready","True","1","90","rw-a6-037","zebra-plan-001; zebra-plan-002","Privateized A6/rule_induction_transformation item derived from ZebraLogic.","QB-v1.1 A6 rule-induction item inspired by BBH/BBEH symbolic transformation patterns."
"A6-038","QB-v1.2","A6","rule_induction_transformation","single_turn","hard","capability","信息还原规则：`[2]ab[3]c` 展开为 `ababccc`。如果再对展开结果每隔两个字符取一个，`[1]x[2]yz[2]a` 的最终结果是什么？","","xyza","exact_match","{""response_max_tokens"": 768}","rule_induction_transformation","ready","True","1","90","rw-a6-038","zebra-plan-002; zebra-plan-003","Privateized A6/rule_induction_transformation item derived from PlanBench, ZebraLogic.","QB-v1.1 A6 rule-induction item inspired by BBH/BBEH symbolic transformation patterns."
"A6-039","QB-v1.2","A6","rule_induction_transformation","single_turn","hard","capability","规则推导：示例 `12 -> 1+2=3 -> 3*2=6`，`34 -> 3+4=7 -> 7*2=14`。问 `58` 的结果是多少？只输出数字。","","26","numeric_em","{""response_max_tokens"": 768}","rule_induction_transformation","ready","True","1","90","rw-a6-039","zebra-plan-003; zebra-plan-004","Privateized A6/rule_induction_transformation item derived from PlanBench.","QB-v1.1 A6 rule-induction item inspired by BBH/BBEH symbolic transformation patterns."
"A6-040","QB-v1.2","A6","rule_induction_transformation","single_turn","hard","capability","某替换系统中，`sun -> 3-1-2`，`moon -> 2-3-3-1`。规则是按照每个字母在单词中首次出现位置编号。问 `level` 的编码是什么？","","1-2-3-2-1","exact_match","{""response_max_tokens"": 768}","rule_induction_transformation","ready","True","1","90","rw-a6-040","zebra-plan-004; zebra-plan-005","Privateized A6/rule_induction_transformation item derived from PlanBench, ZebraLogic.","QB-v1.1 A6 rule-induction item inspired by BBH/BBEH symbolic transformation patterns."
"A6-041","QB-v1.2","A6","long_context_relational_reasoning","single_turn","hard","capability","下面有四段交织记录：
1) 北仓项目由 A 组负责，A 组的联系人是 Yue。
2) 只有负责北仓项目的组本周去海港站点演示。
3) 去海港站点演示的联系人需要同时出席周五复盘。
4) 本周去海港站点演示的是唯一需要周五复盘的联系人。
问周五复盘的联系人是谁？只输出姓名。","","Yue","exact_match","{""response_max_tokens"": 1024}","long_context_relational_reasoning","ready","True","1","90","rw-a6-041","zebra-plan-005; zebra-plan-006","Privateized A6/long_context_relational_reasoning item derived from PlanBench, ZebraLogic.","QB-v1.1 A6 long-context relational item inspired by BBH / Zebra-style relational reasoning and user-requested interwoven text tasks."
"A6-042","QB-v1.2","A6","long_context_relational_reasoning","single_turn","hard","capability","阅读混合描述：红盒在蓝盒左侧；绿盒不在最左；黄盒紧挨着绿盒右侧；蓝盒不在最右。问从左到右的盒子顺序是什么？格式 `红-蓝-绿-黄`。","","红-蓝-绿-黄","exact_match","{""response_max_tokens"": 1024}","long_context_relational_reasoning","ready","True","1","90","rw-a6-042","zebra-plan-006; zebra-plan-007","Privateized A6/long_context_relational_reasoning item derived from PlanBench, ZebraLogic.","QB-v1.1 A6 long-context relational item inspired by BBH / Zebra-style relational reasoning and user-requested interwoven text tasks."
"A6-043","QB-v1.2","A6","long_context_relational_reasoning","single_turn","hard","capability","三段交织文本：
甲队使用温度传感器；使用温度传感器的队伍住在二号营地；住在二号营地的队伍明天先出发。
问明天先出发的是哪支队伍？","","甲队","exact_match","{""response_max_tokens"": 1024}","long_context_relational_reasoning","ready","True","1","90","rw-a6-043","zebra-plan-007; zebra-plan-008","Privateized A6/long_context_relational_reasoning item derived from PlanBench, ZebraLogic.","QB-v1.1 A6 long-context relational item inspired by BBH / Zebra-style relational reasoning and user-requested interwoven text tasks."
"A6-044","QB-v1.2","A6","long_context_relational_reasoning","single_turn","hard","capability","某棋局无解说，只给出观测：黑方每次走子后，白方都只能把一个子向前移动一格；当某方棋子走到最远一行时局面结束；棋盘共有 8 列。问这更像哪类经典棋盘规则：`单向竞速` 还是 `围捕消除`？只输出二选一。","","单向竞速","exact_match","{""response_max_tokens"": 1024}","long_context_relational_reasoning","ready","True","1","90","rw-a6-044","zebra-plan-008; zebra-plan-009","Privateized A6/long_context_relational_reasoning item derived from PlanBench, ZebraLogic.","QB-v1.1 A6 long-context relational item inspired by BBH / Zebra-style relational reasoning and user-requested interwoven text tasks."
"A6-045","QB-v1.2","A6","long_context_relational_reasoning","single_turn","hard","capability","在一组单词中：`stone, tones, notes, onset, seton, silent`。若要求选出与 `stone` 完全同字母重排的所有词，并按字母序输出，用逗号分隔，答案是什么？","","notes,onset,seton,tones","exact_match","{""response_max_tokens"": 1024}","long_context_relational_reasoning","ready","True","1","90","rw-a6-045","zebra-plan-009; zebra-plan-010","Privateized A6/long_context_relational_reasoning item derived from PlanBench, ZebraLogic.","QB-v1.1 A6 long-context relational item inspired by BBH / Zebra-style relational reasoning and user-requested interwoven text tasks."
"A6-046","QB-v1.2","A6","long_context_relational_reasoning","single_turn","hard","capability","混合档案记载：Dana 只审阅最短续约窗口的合同；网络合同的续约窗口最短；任何被 Dana 审阅的合同都需要法务复核。问需要法务复核的是哪份合同？","","网络合同","exact_match","{""response_max_tokens"": 1024}","long_context_relational_reasoning","ready","True","1","90","rw-a6-046","zebra-plan-010; zebra-plan-011","Privateized A6/long_context_relational_reasoning item derived from PlanBench, ZebraLogic.","QB-v1.1 A6 long-context relational item inspired by BBH / Zebra-style relational reasoning and user-requested interwoven text tasks."
"A6-047","QB-v1.2","A6","long_context_relational_reasoning","single_turn","hard","capability","位置关系描述：杯子在书的右边，灯在杯子的左边但在书的右边，盒子在灯的右边。问从左到右的顺序是什么？格式 `书-灯-盒子-杯子`。","","书-灯-盒子-杯子","exact_match","{""response_max_tokens"": 1024}","long_context_relational_reasoning","ready","True","1","90","rw-a6-047","zebra-plan-011; zebra-plan-012","Privateized A6/long_context_relational_reasoning item derived from PlanBench, ZebraLogic.","QB-v1.1 A6 long-context relational item inspired by BBH / Zebra-style relational reasoning and user-requested interwoven text tasks."
"A6-048","QB-v1.2","A6","long_context_relational_reasoning","single_turn","hard","capability","交织文本中提到：只有拿到红色令牌的人才能进入东门；Rin 拿到了红色令牌；进入东门的人会被记录为第一批到达。问谁会被记录为第一批到达？","","Rin","exact_match","{""response_max_tokens"": 1024}","long_context_relational_reasoning","ready","True","1","90","rw-a6-048","zebra-plan-012; bbh-bbeh-001","Privateized A6/long_context_relational_reasoning item derived from BBH, PlanBench.","QB-v1.1 A6 long-context relational item inspired by BBH / Zebra-style relational reasoning and user-requested interwoven text tasks."
