"question_id","version","module","subtype","item_format","difficulty","drift_role","prompt_template","turn_script","ground_truth","scoring_method","scoring_params","module_quota_tag","qa_status","rotation_replaceable","rotation_priority","rotation_expected_lifespan_days","provenance_rewrite_ids","provenance_source_candidate_ids","provenance_transformation_summary","notes"
"A3-011","QB-v1.2","A3","format_constraint","single_turn","medium","capability","请用 JSON 描述一辆汽车的关键参数，必须包含 `model`、`engine_displacement_l`、`fuel_type`、`seat_count` 四个字段。原始信息：车型=Tesla Model Y，发动机排量 0.0 升（纯电），燃料类型 electric，座位数 5。","","","rule","{""required_fields"": [""model"", ""engine_displacement_l"", ""fuel_type"", ""seat_count""], ""rule_kind"": ""json_fields""}","format_json","ready","True","1","90","rw-a3-011","ifeval-1072","Privateized A3/format_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-012","QB-v1.2","A3","format_constraint","single_turn","medium","capability","请把一道菜谱的食材清单转写为合法 JSON 数组里的一项，字段必须包含 `ingredient`、`amount`、`unit`、`preparation`。原始信息：食材=鸡腿肉，分量 300，单位 克，预备步骤=切丁腌制。","","","rule","{""required_fields"": [""ingredient"", ""amount"", ""unit"", ""preparation""], ""rule_kind"": ""json_fields""}","format_json","ready","True","1","90","rw-a3-012","ifeval-1075","Privateized A3/format_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-013","QB-v1.2","A3","format_constraint","single_turn","medium","capability","请将一张音乐专辑转写为 JSON 格式，必填字段：`album_title`、`artist`、`track_count`、`release_year`。原始信息：专辑名「Random Access Memories」，艺人 Daft Punk，曲目数 13，发行年 2013。","","","rule","{""required_fields"": [""album_title"", ""artist"", ""track_count"", ""release_year""], ""rule_kind"": ""json_fields""}","format_json","ready","True","1","90","rw-a3-013","ifeval-1082","Privateized A3/format_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-014","QB-v1.2","A3","format_constraint","single_turn","hard","capability","请用 JSON 表示一次 5 天的商务行程中第 1 天的安排，必填字段：`day_number`、`city`、`main_activity`、`duration_hours`。原始信息：第 1 天，地点深圳，主要活动客户拜访，时长 6 小时。","","","rule","{""required_fields"": [""day_number"", ""city"", ""main_activity"", ""duration_hours""], ""rule_kind"": ""json_fields""}","format_json","ready","True","1","90","rw-a3-014","ifeval-1087","Privateized A3/format_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-015","QB-v1.2","A3","format_constraint","single_turn","hard","capability","请把一份门诊病历摘要转写为 JSON，必须包含 `patient_id`、`age`、`symptoms`、`diagnosis` 四个字段，不要输出 JSON 之外的内容。原始信息：患者 ID P-2025-0083，年龄 42，主诉咳嗽发热 3 天，诊断上呼吸道感染。","","","rule","{""required_fields"": [""patient_id"", ""age"", ""symptoms"", ""diagnosis""], ""rule_kind"": ""json_fields""}","format_json","ready","True","1","90","rw-a3-015","ifeval-1092","Privateized A3/format_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-016","QB-v1.2","A3","content_constraint","single_turn","easy","capability","请写一段关于「夜班护士交接流程」的说明文字，全文中必须至少出现关键词 `交接` 3 次，且不能出现 `但是`。","","","rule","{""forbidden_words"": [""但是""], ""keyword"": ""交接"", ""min_count"": 3, ""rule_kind"": ""keyword_and_forbidden""}","keyword_count","ready","True","1","90","rw-a3-016","ifeval-1094","Privateized A3/content_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-017","QB-v1.2","A3","content_constraint","single_turn","easy","capability","请撰写一段关于「夏季用电安全」的科普短文，要求至少包含关键词 `电路` 2 次，且不能出现 `可能` 这个词。","","","rule","{""forbidden_words"": [""可能""], ""keyword"": ""电路"", ""min_count"": 2, ""rule_kind"": ""keyword_and_forbidden""}","keyword_count","ready","True","1","90","rw-a3-017","ifeval-1098","Privateized A3/content_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-018","QB-v1.2","A3","content_constraint","single_turn","easy","capability","请描述一种「长江流域的梅雨季天气特征」现象，全文必须至少包含关键词 `湿度` 2 次，且不能出现 `perhaps`。","","","rule","{""forbidden_words"": [""perhaps""], ""keyword"": ""湿度"", ""min_count"": 2, ""rule_kind"": ""keyword_and_forbidden""}","keyword_count","ready","True","1","90","rw-a3-018","ifeval-1107","Privateized A3/content_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-019","QB-v1.2","A3","content_constraint","single_turn","medium","capability","请写一段介绍「健身房新手训练计划」的文字，全文必须包含关键词 `热身` 至少 3 次，且不能出现 `maybe`。","","","rule","{""forbidden_words"": [""maybe""], ""keyword"": ""热身"", ""min_count"": 3, ""rule_kind"": ""keyword_and_forbidden""}","keyword_count","ready","True","1","90","rw-a3-019","ifeval-1108","Privateized A3/content_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-020","QB-v1.2","A3","content_constraint","single_turn","medium","capability","请撰写一段「咖啡豆手工烘焙入门指南」，全文必须出现关键词 `烘焙` 至少 2 次，且不能出现 `大概`。","","","rule","{""forbidden_words"": [""大概""], ""keyword"": ""烘焙"", ""min_count"": 2, ""rule_kind"": ""keyword_and_forbidden""}","keyword_count","ready","True","1","90","rw-a3-020","ifeval-1122","Privateized A3/content_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-021","QB-v1.2","A3","content_constraint","single_turn","medium","capability","请写一段「高铁购票退改签规则」的说明文字，全文必须出现关键词 `退票` 至少 3 次，且不能出现 `估计`。","","","rule","{""forbidden_words"": [""估计""], ""keyword"": ""退票"", ""min_count"": 3, ""rule_kind"": ""keyword_and_forbidden""}","keyword_count","ready","True","1","90","rw-a3-021","ifeval-1127","Privateized A3/content_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-022","QB-v1.2","A3","content_constraint","single_turn","medium","capability","请用一段话解释「区块链中的工作量证明」概念，全文必须包含关键词 `哈希` 至少 2 次，且不能出现 `basically`。","","","rule","{""forbidden_words"": [""basically""], ""keyword"": ""哈希"", ""min_count"": 2, ""rule_kind"": ""keyword_and_forbidden""}","keyword_count","ready","True","1","90","rw-a3-022","ifeval-1128","Privateized A3/content_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-023","QB-v1.2","A3","content_constraint","single_turn","medium","capability","请描述「家用电冰箱的节能使用建议」，全文必须包含关键词 `温度` 至少 3 次，且不能出现 `差不多`。","","","rule","{""forbidden_words"": [""差不多""], ""keyword"": ""温度"", ""min_count"": 3, ""rule_kind"": ""keyword_and_forbidden""}","keyword_count","ready","True","1","90","rw-a3-023","ifeval-1129","Privateized A3/content_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-024","QB-v1.2","A3","content_constraint","single_turn","hard","capability","请写一段「小学三年级阅读习惯培养」的建议，全文必须包含关键词 `阅读` 至少 4 次，且不能出现 `也许`。","","","rule","{""forbidden_words"": [""也许""], ""keyword"": ""阅读"", ""min_count"": 4, ""rule_kind"": ""keyword_and_forbidden""}","keyword_count","ready","True","1","90","rw-a3-024","ifeval-1130","Privateized A3/content_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-025","QB-v1.2","A3","content_constraint","single_turn","hard","capability","请撰写一段「博物馆参观导览词」，全文必须包含关键词 `展品` 至少 3 次，且不能出现 `roughly`。","","","rule","{""forbidden_words"": [""roughly""], ""keyword"": ""展品"", ""min_count"": 3, ""rule_kind"": ""keyword_and_forbidden""}","keyword_count","ready","True","1","90","rw-a3-025","ifeval-1131","Privateized A3/content_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-026","QB-v1.2","A3","content_constraint","single_turn","hard","capability","请写一段「北方城市冬季除雪作业流程」的说明，全文必须包含关键词 `融雪剂` 至少 2 次，且不能出现 `或许`。","","","rule","{""forbidden_words"": [""或许""], ""keyword"": ""融雪剂"", ""min_count"": 2, ""rule_kind"": ""keyword_and_forbidden""}","keyword_count","ready","True","1","90","rw-a3-026","ifeval-1132","Privateized A3/content_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-027","QB-v1.2","A3","content_constraint","single_turn","hard","capability","请描述「长途自驾前的车辆检查清单」，全文必须包含关键词 `轮胎` 至少 3 次，且不能出现 `感觉`。","","","rule","{""forbidden_words"": [""感觉""], ""keyword"": ""轮胎"", ""min_count"": 3, ""rule_kind"": ""keyword_and_forbidden""}","keyword_count","ready","True","1","90","rw-a3-027","ifeval-1137","Privateized A3/content_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-028","QB-v1.2","A3","content_constraint","single_turn","hard","capability","请写一段「小学数学中分数运算教学建议」，全文必须包含关键词 `分母` 至少 2 次，且不能出现 `好像`。","","","rule","{""forbidden_words"": [""好像""], ""keyword"": ""分母"", ""min_count"": 2, ""rule_kind"": ""keyword_and_forbidden""}","keyword_count","ready","True","1","90","rw-a3-028","ifeval-1139","Privateized A3/content_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-029","QB-v1.2","A3","content_constraint","single_turn","hard","capability","请撰写一段「居家甲醛检测与治理」的科普文字，全文必须包含关键词 `浓度` 至少 3 次，且不能出现 `maybe`。","","","rule","{""forbidden_words"": [""maybe""], ""keyword"": ""浓度"", ""min_count"": 3, ""rule_kind"": ""keyword_and_forbidden""}","keyword_count","ready","True","1","90","rw-a3-029","ifeval-1147","Privateized A3/content_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-030","QB-v1.2","A3","content_constraint","single_turn","hard","capability","请写一段「婚宴菜单设计原则」的说明文字，全文必须包含关键词 `菜品` 至少 4 次，且不能出现 `仿佛`。","","","rule","{""forbidden_words"": [""仿佛""], ""keyword"": ""菜品"", ""min_count"": 4, ""rule_kind"": ""keyword_and_forbidden""}","keyword_count","ready","True","1","90","rw-a3-030","ifeval-1148","Privateized A3/content_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-031","QB-v1.2","A3","length_constraint","single_turn","easy","capability","请用 80 到 90 个英文单词，介绍一种传统中国茶（推荐龙井或铁观音）的冲泡步骤与品鉴要领。输出必须连续成段，不要分点。","","","rule","{""max_words"": 90, ""min_words"": 80, ""rule_kind"": ""word_range""}","exact_word_count","ready","True","1","90","rw-a3-031","ifeval-1153","Privateized A3/length_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-032","QB-v1.2","A3","length_constraint","single_turn","easy","capability","请用 95 到 105 个英文单词，说明为什么「充分睡眠对大学生认知表现」至关重要，给出 3 条科学依据。","","","rule","{""max_words"": 105, ""min_words"": 95, ""rule_kind"": ""word_range""}","exact_word_count","ready","True","1","90","rw-a3-032","ifeval-1154","Privateized A3/length_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-033","QB-v1.2","A3","length_constraint","single_turn","easy","capability","请用 110 到 120 个英文单词，介绍城市垃圾分类中「厨余垃圾」这一类的常见误区与正确投放方式。","","","rule","{""max_words"": 120, ""min_words"": 110, ""rule_kind"": ""word_range""}","exact_word_count","ready","True","1","90","rw-a3-033","ifeval-1162","Privateized A3/length_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-034","QB-v1.2","A3","length_constraint","single_turn","medium","capability","请用 125 到 135 个英文单词，向一位初学者说明「光圈、快门、ISO」三者在摄影曝光中的关系。","","","rule","{""max_words"": 135, ""min_words"": 125, ""rule_kind"": ""word_range""}","exact_word_count","ready","True","1","90","rw-a3-034","ifeval-1174","Privateized A3/length_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-035","QB-v1.2","A3","length_constraint","single_turn","medium","capability","请用 140 到 150 个英文单词，描述博物馆在保护文物方面使用「恒温恒湿系统」的工作原理与意义。","","","rule","{""max_words"": 150, ""min_words"": 140, ""rule_kind"": ""word_range""}","exact_word_count","ready","True","1","90","rw-a3-035","ifeval-1180","Privateized A3/length_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-036","QB-v1.2","A3","length_constraint","single_turn","medium","capability","请用 155 到 165 个英文单词，介绍一款面向中学生的英语学习 App 应当具备的核心功能。","","","rule","{""max_words"": 165, ""min_words"": 155, ""rule_kind"": ""word_range""}","exact_word_count","ready","True","1","90","rw-a3-036","ifeval-1187","Privateized A3/length_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-037","QB-v1.2","A3","length_constraint","single_turn","hard","capability","请用 170 到 180 个英文单词，解释「冷链物流」在疫苗运输中的关键作用与温度控制要求。","","","rule","{""max_words"": 180, ""min_words"": 170, ""rule_kind"": ""word_range""}","exact_word_count","ready","True","1","90","rw-a3-037","ifeval-1203","Privateized A3/length_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-038","QB-v1.2","A3","length_constraint","single_turn","hard","capability","请用 185 到 195 个英文单词，分析共享单车在城市短途出行中取代部分私家车出行的环境与经济效益。","","","rule","{""max_words"": 195, ""min_words"": 185, ""rule_kind"": ""word_range""}","exact_word_count","ready","True","1","90","rw-a3-038","ifeval-1216","Privateized A3/length_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-039","QB-v1.2","A3","length_constraint","single_turn","hard","capability","请用 60 到 70 个英文单词，概括「区块链」在供应链溯源场景中的关键价值与一个潜在风险。","","","rule","{""max_words"": 70, ""min_words"": 60, ""rule_kind"": ""word_range""}","exact_word_count","ready","True","1","90","rw-a3-039","ifeval-1217","Privateized A3/length_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-040","QB-v1.2","A3","length_constraint","single_turn","hard","capability","请用 200 到 215 个英文单词，向一位非技术背景的医院管理者介绍「电子病历系统」的主要模块与隐私保护要点。","","","rule","{""max_words"": 215, ""min_words"": 200, ""rule_kind"": ""word_range""}","exact_word_count","ready","True","1","90","rw-a3-040","ifeval-1219","Privateized A3/length_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-041","QB-v1.2","A3","combo_constraint","single_turn","easy","capability","请写一段关于「在线客服话术规范」的 2 段文本，第一段必须以 `引言：` 开头，全文必须至少出现 `客户` 4 次，且不能出现 `roughly`，最后一段必须以 `?` 结尾。","","","rule","{""ends_with"": ""?"", ""forbidden_words"": [""roughly""], ""keyword"": ""客户"", ""min_count"": 4, ""paragraphs"": 2, ""rule_kind"": ""combo"", ""starts_with"": ""引言：""}","combo","ready","True","1","90","rw-a3-041","ifeval-122","Privateized A3/combo_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-042","QB-v1.2","A3","combo_constraint","single_turn","easy","capability","请撰写关于「高校实验室安全自查」的 2 段文本，第一段必须以 `说明：` 开头，全文必须出现 `检查` 至少 3 次，且不能出现 `大概`，最后一段必须以 `!` 结尾。","","","rule","{""ends_with"": ""!"", ""forbidden_words"": [""大概""], ""keyword"": ""检查"", ""min_count"": 3, ""paragraphs"": 2, ""rule_kind"": ""combo"", ""starts_with"": ""说明：""}","combo","ready","True","1","90","rw-a3-042","ifeval-1220","Privateized A3/combo_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-043","QB-v1.2","A3","combo_constraint","single_turn","medium","capability","请写 3 段关于「用户隐私政策更新通知」的文本，第一段必须以 `通知：` 开头，全文必须出现 `数据` 至少 3 次，且不能出现 `perhaps`，最后一段必须以 `。` 结尾。","","","rule","{""ends_with"": ""。"", ""forbidden_words"": [""perhaps""], ""keyword"": ""数据"", ""min_count"": 3, ""paragraphs"": 3, ""rule_kind"": ""combo"", ""starts_with"": ""通知：""}","combo","ready","True","1","90","rw-a3-043","ifeval-1233","Privateized A3/combo_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-044","QB-v1.2","A3","combo_constraint","single_turn","medium","capability","请用 2 段文字介绍「城市公园夜间照明节能改造」，第一段必须以 `概述：` 开头，全文必须出现 `照明` 至少 3 次，且不能出现 `差不多`，最后一段必须以 `?` 结尾。","","","rule","{""ends_with"": ""?"", ""forbidden_words"": [""差不多""], ""keyword"": ""照明"", ""min_count"": 3, ""paragraphs"": 2, ""rule_kind"": ""combo"", ""starts_with"": ""概述：""}","combo","ready","True","1","90","rw-a3-044","ifeval-1236","Privateized A3/combo_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-045","QB-v1.2","A3","combo_constraint","single_turn","medium","capability","请撰写 2 段关于「古籍数字化项目意义」的文本，第一段必须以 `背景：` 开头，全文必须出现 `数字化` 至少 3 次，且不能出现 `maybe`，最后一段必须以 `!` 结尾。","","","rule","{""ends_with"": ""!"", ""forbidden_words"": [""maybe""], ""keyword"": ""数字化"", ""min_count"": 3, ""paragraphs"": 2, ""rule_kind"": ""combo"", ""starts_with"": ""背景：""}","combo","ready","True","1","90","rw-a3-045","ifeval-1237","Privateized A3/combo_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-046","QB-v1.2","A3","combo_constraint","single_turn","hard","capability","请写 3 段关于「航空公司延误理赔政策」的说明文字，第一段必须以 `提示：` 开头，全文必须出现 `航班` 至少 4 次，且不能出现 `或许`，最后一段必须以 `?` 结尾。","","","rule","{""ends_with"": ""?"", ""forbidden_words"": [""或许""], ""keyword"": ""航班"", ""min_count"": 4, ""paragraphs"": 3, ""rule_kind"": ""combo"", ""starts_with"": ""提示：""}","combo","ready","True","1","90","rw-a3-046","ifeval-1242","Privateized A3/combo_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-047","QB-v1.2","A3","combo_constraint","single_turn","hard","capability","请用 2 段文本说明「医院门诊预约挂号流程」，第一段必须以 `说明：` 开头，全文必须出现 `预约` 至少 4 次，且不能出现 `好像`，最后一段必须以 `。` 结尾。","","","rule","{""ends_with"": ""。"", ""forbidden_words"": [""好像""], ""keyword"": ""预约"", ""min_count"": 4, ""paragraphs"": 2, ""rule_kind"": ""combo"", ""starts_with"": ""说明：""}","combo","ready","True","1","90","rw-a3-047","ifeval-1246","Privateized A3/combo_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-048","QB-v1.2","A3","combo_constraint","single_turn","hard","capability","请撰写 3 段关于「新能源汽车保养周期」的建议，第一段必须以 `概览：` 开头，全文必须出现 `电池` 至少 3 次，且不能出现 `感觉`，最后一段必须以 `!` 结尾。","","","rule","{""ends_with"": ""!"", ""forbidden_words"": [""感觉""], ""keyword"": ""电池"", ""min_count"": 3, ""paragraphs"": 3, ""rule_kind"": ""combo"", ""starts_with"": ""概览：""}","combo","ready","True","1","90","rw-a3-048","ifeval-1248","Privateized A3/combo_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
"A3-049","QB-v1.2","A3","combo_constraint","single_turn","hard","capability","请写 2 段关于「中小企业网络安全防护要点」的文字，第一段必须以 `提示：` 开头，全文必须出现 `密码` 至少 3 次，且不能出现 `仿佛`，最后一段必须以 `?` 结尾。","","","rule","{""ends_with"": ""?"", ""forbidden_words"": [""仿佛""], ""keyword"": ""密码"", ""min_count"": 3, ""paragraphs"": 2, ""rule_kind"": ""combo"", ""starts_with"": ""提示：""}","combo","ready","True","1","90","rw-a3-049","ifeval-1251","Privateized A3/combo_constraint item derived from IFEval.","QB-v1.3 content refresh: diversified A3 instruction-following prompts (replaced templated repeats with real-world scenarios)."
