"question_id","version","module","subtype","item_format","difficulty","drift_role","prompt_template","turn_script","ground_truth","scoring_method","scoring_params","module_quota_tag","qa_status","rotation_replaceable","rotation_priority","rotation_expected_lifespan_days","provenance_rewrite_ids","provenance_source_candidate_ids","provenance_transformation_summary","notes"
"A1-011","QB-v1.2","A1","math_reasoning","single_turn","easy","capability","某仓储中心上午处理了 18 托盘货物，每托盘有 5 个箱子；下午又临时补发了 3 批急单，每批 6 箱。搬运机器人在中途还做过一次自检，这条信息与计算无关。请先写出推理步骤，最后一行严格写成 `答案：[数字]`。","","108","numeric_em","{""answer_format"": ""答案：[数字]""}","rate_counting","ready","True","1","90","rw-a1-011","gsm8k-train-00010","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-012","QB-v1.2","A1","math_reasoning","single_turn","easy","capability","一家文创店给企业客户批量采购笔记本，单价 39 元，共 5 本；每本可减 8 元。店员另外提到当天背景音乐换过三次，这与计算无关。请先列出推理步骤，最后一行输出 `答案：[数字]`。","","155","numeric_em","{""answer_format"": ""答案：[数字]""}","profit_discount","ready","True","1","90","rw-a1-012","gsm8k-train-00011","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-013","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","一条步道第一段长 27 米，第二段比第一段多 3 米，这两段路线一共要重复走 4 次。天气预报说傍晚有风，这与结果无关。请先写详细推理，最后一行写 `答案：[数字]`。","","120","numeric_em","{""answer_format"": ""答案：[数字]""}","distance_repeat","ready","True","1","90","rw-a1-013","gsm8k-train-00012","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-014","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","会场原本按 7 行、每行 10 个座位排布，后因摄像机机位占用了 6 个座位。主持人更换了开场词，这与计算无关。请写出推理步骤，并在最后一行输出 `答案：[数字]`。","","64","numeric_em","{""answer_format"": ""答案：[数字]""}","grid_subtract","ready","True","1","90","rw-a1-014","gsm8k-train-00013","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-015","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","一家订阅服务连续 6 周新增用户数构成等差数列，第一周新增 34 人，每周比前一周多 5 人。客服部门同时更换了工单标签，但这与计算无关。请先推理，最后一行写 `答案：[数字]`。","","279","numeric_em","{""answer_format"": ""答案：[数字]""}","sequence_sum","ready","True","1","90","rw-a1-015","gsm8k-train-00014","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-016","QB-v1.2","A1","math_reasoning","single_turn","easy","capability","某仓储中心上午处理了 23 托盘货物，每托盘有 6 个箱子；下午又临时补发了 2 批急单，每批 6 箱。搬运机器人在中途还做过一次自检，这条信息与计算无关。请先写出推理步骤，最后一行严格写成 `答案：[数字]`。","","150","numeric_em","{""answer_format"": ""答案：[数字]""}","rate_counting","ready","True","1","90","rw-a1-016","gsm8k-train-00015","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-017","QB-v1.2","A1","math_reasoning","single_turn","easy","capability","一家文创店给企业客户批量采购笔记本，单价 44 元，共 5 本；每本可减 5 元。店员另外提到当天背景音乐换过三次，这与计算无关。请先列出推理步骤，最后一行输出 `答案：[数字]`。","","195","numeric_em","{""answer_format"": ""答案：[数字]""}","profit_discount","ready","True","1","90","rw-a1-017","gsm8k-train-00016","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-018","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","一条步道第一段长 32 米，第二段比第一段多 4 米，这两段路线一共要重复走 4 次。天气预报说傍晚有风，这与结果无关。请先写详细推理，最后一行写 `答案：[数字]`。","","144","numeric_em","{""answer_format"": ""答案：[数字]""}","distance_repeat","ready","True","1","90","rw-a1-018","gsm8k-train-00017","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-019","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","会场原本按 6 行、每行 10 个座位排布，后因摄像机机位占用了 7 个座位。主持人更换了开场词，这与计算无关。请写出推理步骤，并在最后一行输出 `答案：[数字]`。","","53","numeric_em","{""answer_format"": ""答案：[数字]""}","grid_subtract","ready","True","1","90","rw-a1-019","gsm8k-train-00018","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-020","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","一家订阅服务连续 5 周新增用户数构成等差数列，第一周新增 39 人，每周比前一周多 6 人。客服部门同时更换了工单标签，但这与计算无关。请先推理，最后一行写 `答案：[数字]`。","","255","numeric_em","{""answer_format"": ""答案：[数字]""}","sequence_sum","ready","True","1","90","rw-a1-020","gsm8k-train-00019","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-021","QB-v1.2","A1","math_reasoning","single_turn","easy","capability","某仓储中心上午处理了 28 托盘货物，每托盘有 3 个箱子；下午又临时补发了 4 批急单，每批 6 箱。搬运机器人在中途还做过一次自检，这条信息与计算无关。请先写出推理步骤，最后一行严格写成 `答案：[数字]`。","","108","numeric_em","{""answer_format"": ""答案：[数字]""}","rate_counting","ready","True","1","90","rw-a1-021","gsm8k-train-00020","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-022","QB-v1.2","A1","math_reasoning","single_turn","easy","capability","一家文创店给企业客户批量采购笔记本，单价 49 元，共 5 本；每本可减 6 元。店员另外提到当天背景音乐换过三次，这与计算无关。请先列出推理步骤，最后一行输出 `答案：[数字]`。","","215","numeric_em","{""answer_format"": ""答案：[数字]""}","profit_discount","ready","True","1","90","rw-a1-022","gsm8k-train-00021","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-023","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","一条步道第一段长 37 米，第二段比第一段多 5 米，这两段路线一共要重复走 4 次。天气预报说傍晚有风，这与结果无关。请先写详细推理，最后一行写 `答案：[数字]`。","","168","numeric_em","{""answer_format"": ""答案：[数字]""}","distance_repeat","ready","True","1","90","rw-a1-023","gsm8k-train-00022","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-024","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","会场原本按 11 行、每行 10 个座位排布，后因摄像机机位占用了 8 个座位。主持人更换了开场词，这与计算无关。请写出推理步骤，并在最后一行输出 `答案：[数字]`。","","102","numeric_em","{""answer_format"": ""答案：[数字]""}","grid_subtract","ready","True","1","90","rw-a1-024","gsm8k-train-00023","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-025","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","一家订阅服务连续 4 周新增用户数构成等差数列，第一周新增 44 人，每周比前一周多 3 人。客服部门同时更换了工单标签，但这与计算无关。请先推理，最后一行写 `答案：[数字]`。","","194","numeric_em","{""answer_format"": ""答案：[数字]""}","sequence_sum","ready","True","1","90","rw-a1-025","gsm8k-train-00024","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-026","QB-v1.2","A1","math_reasoning","single_turn","easy","capability","某仓储中心上午处理了 33 托盘货物，每托盘有 4 个箱子；下午又临时补发了 3 批急单，每批 6 箱。搬运机器人在中途还做过一次自检，这条信息与计算无关。请先写出推理步骤，最后一行严格写成 `答案：[数字]`。","","150","numeric_em","{""answer_format"": ""答案：[数字]""}","rate_counting","ready","True","1","90","rw-a1-026","gsm8k-train-00025","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-027","QB-v1.2","A1","math_reasoning","single_turn","easy","capability","一家文创店给企业客户批量采购笔记本，单价 54 元，共 5 本；每本可减 7 元。店员另外提到当天背景音乐换过三次，这与计算无关。请先列出推理步骤，最后一行输出 `答案：[数字]`。","","235","numeric_em","{""answer_format"": ""答案：[数字]""}","profit_discount","ready","True","1","90","rw-a1-027","gsm8k-train-00026","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-028","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","一条步道第一段长 42 米，第二段比第一段多 6 米，这两段路线一共要重复走 4 次。天气预报说傍晚有风，这与结果无关。请先写详细推理，最后一行写 `答案：[数字]`。","","192","numeric_em","{""answer_format"": ""答案：[数字]""}","distance_repeat","ready","True","1","90","rw-a1-028","gsm8k-train-00027","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-029","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","会场原本按 10 行、每行 10 个座位排布，后因摄像机机位占用了 5 个座位。主持人更换了开场词，这与计算无关。请写出推理步骤，并在最后一行输出 `答案：[数字]`。","","95","numeric_em","{""answer_format"": ""答案：[数字]""}","grid_subtract","ready","True","1","90","rw-a1-029","gsm8k-train-00028","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-030","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","一家订阅服务连续 6 周新增用户数构成等差数列，第一周新增 49 人，每周比前一周多 4 人。客服部门同时更换了工单标签，但这与计算无关。请先推理，最后一行写 `答案：[数字]`。","","354","numeric_em","{""answer_format"": ""答案：[数字]""}","sequence_sum","ready","True","1","90","rw-a1-030","gsm8k-train-00029","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-031","QB-v1.2","A1","math_reasoning","single_turn","easy","capability","某仓储中心上午处理了 38 托盘货物，每托盘有 5 个箱子；下午又临时补发了 2 批急单，每批 6 箱。搬运机器人在中途还做过一次自检，这条信息与计算无关。请先写出推理步骤，最后一行严格写成 `答案：[数字]`。","","202","numeric_em","{""answer_format"": ""答案：[数字]""}","rate_counting","ready","True","1","90","rw-a1-031","gsm8k-train-00030","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-032","QB-v1.2","A1","math_reasoning","single_turn","easy","capability","一家文创店给企业客户批量采购笔记本，单价 59 元，共 5 本；每本可减 8 元。店员另外提到当天背景音乐换过三次，这与计算无关。请先列出推理步骤，最后一行输出 `答案：[数字]`。","","255","numeric_em","{""answer_format"": ""答案：[数字]""}","profit_discount","ready","True","1","90","rw-a1-032","gsm8k-train-00031","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-033","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","一条步道第一段长 47 米，第二段比第一段多 3 米，这两段路线一共要重复走 4 次。天气预报说傍晚有风，这与结果无关。请先写详细推理，最后一行写 `答案：[数字]`。","","200","numeric_em","{""answer_format"": ""答案：[数字]""}","distance_repeat","ready","True","1","90","rw-a1-033","gsm8k-train-00032","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-034","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","会场原本按 9 行、每行 10 个座位排布，后因摄像机机位占用了 6 个座位。主持人更换了开场词，这与计算无关。请写出推理步骤，并在最后一行输出 `答案：[数字]`。","","84","numeric_em","{""answer_format"": ""答案：[数字]""}","grid_subtract","ready","True","1","90","rw-a1-034","gsm8k-train-00033","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-035","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","一家订阅服务连续 5 周新增用户数构成等差数列，第一周新增 54 人，每周比前一周多 5 人。客服部门同时更换了工单标签，但这与计算无关。请先推理，最后一行写 `答案：[数字]`。","","320","numeric_em","{""answer_format"": ""答案：[数字]""}","sequence_sum","ready","True","1","90","rw-a1-035","gsm8k-train-00034","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-036","QB-v1.2","A1","math_reasoning","single_turn","easy","capability","某仓储中心上午处理了 43 托盘货物，每托盘有 6 个箱子；下午又临时补发了 4 批急单，每批 6 箱。搬运机器人在中途还做过一次自检，这条信息与计算无关。请先写出推理步骤，最后一行严格写成 `答案：[数字]`。","","282","numeric_em","{""answer_format"": ""答案：[数字]""}","rate_counting","ready","True","1","90","rw-a1-036","gsm8k-train-00035","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-037","QB-v1.2","A1","math_reasoning","single_turn","easy","capability","一家文创店给企业客户批量采购笔记本，单价 64 元，共 5 本；每本可减 5 元。店员另外提到当天背景音乐换过三次，这与计算无关。请先列出推理步骤，最后一行输出 `答案：[数字]`。","","295","numeric_em","{""answer_format"": ""答案：[数字]""}","profit_discount","ready","True","1","90","rw-a1-037","gsm8k-train-00036","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-038","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","一条步道第一段长 52 米，第二段比第一段多 4 米，这两段路线一共要重复走 4 次。天气预报说傍晚有风，这与结果无关。请先写详细推理，最后一行写 `答案：[数字]`。","","224","numeric_em","{""answer_format"": ""答案：[数字]""}","distance_repeat","ready","True","1","90","rw-a1-038","gsm8k-train-00037","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-039","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","会场原本按 8 行、每行 10 个座位排布，后因摄像机机位占用了 7 个座位。主持人更换了开场词，这与计算无关。请写出推理步骤，并在最后一行输出 `答案：[数字]`。","","73","numeric_em","{""answer_format"": ""答案：[数字]""}","grid_subtract","ready","True","1","90","rw-a1-039","gsm8k-train-00038","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-040","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","一家订阅服务连续 4 周新增用户数构成等差数列，第一周新增 59 人，每周比前一周多 6 人。客服部门同时更换了工单标签，但这与计算无关。请先推理，最后一行写 `答案：[数字]`。","","272","numeric_em","{""answer_format"": ""答案：[数字]""}","sequence_sum","ready","True","1","90","rw-a1-040","gsm8k-train-00039","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-041","QB-v1.2","A1","math_reasoning","single_turn","easy","capability","某仓储中心上午处理了 48 托盘货物，每托盘有 3 个箱子；下午又临时补发了 3 批急单，每批 6 箱。搬运机器人在中途还做过一次自检，这条信息与计算无关。请先写出推理步骤，最后一行严格写成 `答案：[数字]`。","","162","numeric_em","{""answer_format"": ""答案：[数字]""}","rate_counting","ready","True","1","90","rw-a1-041","gsm8k-train-00040","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-042","QB-v1.2","A1","math_reasoning","single_turn","easy","capability","一家文创店给企业客户批量采购笔记本，单价 69 元，共 5 本；每本可减 6 元。店员另外提到当天背景音乐换过三次，这与计算无关。请先列出推理步骤，最后一行输出 `答案：[数字]`。","","315","numeric_em","{""answer_format"": ""答案：[数字]""}","profit_discount","ready","True","1","90","rw-a1-042","gsm8k-train-00041","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-043","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","一条步道第一段长 57 米，第二段比第一段多 5 米，这两段路线一共要重复走 4 次。天气预报说傍晚有风，这与结果无关。请先写详细推理，最后一行写 `答案：[数字]`。","","248","numeric_em","{""answer_format"": ""答案：[数字]""}","distance_repeat","ready","True","1","90","rw-a1-043","gsm8k-train-00042","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-044","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","会场原本按 7 行、每行 10 个座位排布，后因摄像机机位占用了 8 个座位。主持人更换了开场词，这与计算无关。请写出推理步骤，并在最后一行输出 `答案：[数字]`。","","62","numeric_em","{""answer_format"": ""答案：[数字]""}","grid_subtract","ready","True","1","90","rw-a1-044","gsm8k-train-00043","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-045","QB-v1.2","A1","math_reasoning","single_turn","hard","capability","一家订阅服务连续 6 周新增用户数构成等差数列，第一周新增 64 人，每周比前一周多 3 人。客服部门同时更换了工单标签，但这与计算无关。请先推理，最后一行写 `答案：[数字]`。","","429","numeric_em","{""answer_format"": ""答案：[数字]""}","sequence_sum","ready","True","1","90","rw-a1-045","gsm8k-train-00044","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-046","QB-v1.2","A1","math_reasoning","single_turn","easy","capability","某仓储中心上午处理了 53 托盘货物，每托盘有 4 个箱子；下午又临时补发了 2 批急单，每批 6 箱。搬运机器人在中途还做过一次自检，这条信息与计算无关。请先写出推理步骤，最后一行严格写成 `答案：[数字]`。","","224","numeric_em","{""answer_format"": ""答案：[数字]""}","rate_counting","ready","True","1","90","rw-a1-046","gsm8k-train-00045","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-047","QB-v1.2","A1","math_reasoning","single_turn","easy","capability","一家文创店给企业客户批量采购笔记本，单价 74 元，共 5 本；每本可减 7 元。店员另外提到当天背景音乐换过三次，这与计算无关。请先列出推理步骤，最后一行输出 `答案：[数字]`。","","335","numeric_em","{""answer_format"": ""答案：[数字]""}","profit_discount","ready","True","1","90","rw-a1-047","gsm8k-train-00046","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-048","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","一条步道第一段长 62 米，第二段比第一段多 6 米，这两段路线一共要重复走 4 次。天气预报说傍晚有风，这与结果无关。请先写详细推理，最后一行写 `答案：[数字]`。","","272","numeric_em","{""answer_format"": ""答案：[数字]""}","distance_repeat","ready","True","1","90","rw-a1-048","gsm8k-train-00047","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-049","QB-v1.2","A1","math_reasoning","single_turn","medium","capability","会场原本按 6 行、每行 10 个座位排布，后因摄像机机位占用了 5 个座位。主持人更换了开场词，这与计算无关。请写出推理步骤，并在最后一行输出 `答案：[数字]`。","","55","numeric_em","{""answer_format"": ""答案：[数字]""}","grid_subtract","ready","True","1","90","rw-a1-049","gsm8k-train-00048","Privateized A1/math_reasoning item derived from GSM8K.",""
"A1-050","QB-v1.2","A1","math_reasoning","single_turn","hard","capability","一家订阅服务连续 5 周新增用户数构成等差数列，第一周新增 69 人，每周比前一周多 4 人。客服部门同时更换了工单标签，但这与计算无关。请先推理，最后一行写 `答案：[数字]`。","","385","numeric_em","{""answer_format"": ""答案：[数字]""}","sequence_sum","ready","True","1","90","rw-a1-050","gsm8k-train-00049","Privateized A1/math_reasoning item derived from GSM8K.",""
"A2-001","QB-v1.2","A2","constrained_program_synthesis","single_turn","hard","capability","请实现 Python 函数 `reshape_cuboid_layers`。
实现函数 reshape_cuboid_layers(cube)。输入是三维整数数组。对每一层：如果层索引为偶数，则把该层每一行右移一格；如果层索引为奇数，则把该层每一行反转。随后把每层右下角元素追加到摘要列表，最终返回 (new_cube, summary)。只输出完整函数代码。
要求：
1. 只输出完整函数代码；
2. 不要给解释；
3. 代码需要处理边界情况。","","","exec","{""function_name"": ""reshape_cuboid_layers"", ""response_max_tokens"": 2048, ""tests"": [{""expected"": ""([[[2, 1], [4, 3]], [[6, 5], [8, 7]]], [3, 7])"", ""harness"": ""cube = [[[1,2],[3,4]], [[5,6],[7,8]]]\nprint(reshape_cuboid_layers(cube))""}, {""expected"": ""([[[7, 9, 8]], [[3, 2, 1]]], [8, 1])"", ""harness"": ""cube = [[[9,8,7]], [[1,2,3]]]\nprint(reshape_cuboid_layers(cube))""}]}","constrained_program_synthesis","ready","True","1","90","rw-a2-001","apps-live-001; apps-live-002","Privateized A2/constrained_program_synthesis item derived from APPS.","QB-v1.1 upgraded A2 item inspired by APPS / BigCodeBench style constrained synthesis."
"A2-002","QB-v1.2","A2","constrained_program_synthesis","single_turn","hard","capability","请实现 Python 函数 `solve_target_bundles`。
实现函数 solve_target_bundles(nums, target)。从左到右扫描数字，维护当前和。每当当前和恰好等于 target 时记录一个区间并清空当前和；如果超过 target，则当前区间作废并从当前数字重新开始。返回所有命中的 [start,end] 区间。只输出完整函数代码。
要求：
1. 只输出完整函数代码；
2. 不要给解释；
3. 代码需要处理边界情况。","","","exec","{""function_name"": ""solve_target_bundles"", ""response_max_tokens"": 2048, ""tests"": [{""expected"": ""[[0, 2], [4, 6]]"", ""harness"": ""print(solve_target_bundles([2,3,1,4,2,2,3], 6))""}, {""expected"": ""[[2, 3], [4, 4]]"", ""harness"": ""print(solve_target_bundles([5,1,2,2,4], 4))""}]}","constrained_program_synthesis","ready","True","1","90","rw-a2-002","apps-live-002; apps-live-003","Privateized A2/constrained_program_synthesis item derived from APPS.","QB-v1.1 upgraded A2 item inspired by APPS / BigCodeBench style constrained synthesis."
"A2-003","QB-v1.2","A2","constrained_program_synthesis","single_turn","hard","capability","请实现 Python 函数 `dispatch_tool_chain`。
实现函数 dispatch_tool_chain(steps, inventory)。steps 是 [(tool, amount)]，inventory 是工具剩余次数字典。依次执行：若工具次数足够则扣减并记录 'ok'，否则记录 'skip'；连续两个 skip 之后，后续步骤全部标记为 'halt'。返回 (final_inventory, status_list)。只输出完整函数代码。
要求：
1. 只输出完整函数代码；
2. 不要给解释；
3. 代码需要处理边界情况。","","","exec","{""function_name"": ""dispatch_tool_chain"", ""response_max_tokens"": 2048, ""tests"": [{""expected"": ""({'cut': 0, 'weld': 0, 'paint': 0}, ['ok', 'skip', 'skip', 'halt'])"", ""harness"": ""steps=[('cut',1),('weld',1),('cut',1),('paint',1)]\ninv={'cut':1,'weld':0,'paint':0}\nprint(dispatch_tool_chain(steps, inv))""}, {""expected"": ""({'mix': 0, 'seal': 0}, ['ok', 'ok', 'ok'])"", ""harness"": ""steps=[('mix',2),('mix',1),('seal',1)]\ninv={'mix':3,'seal':1}\nprint(dispatch_tool_chain(steps, inv))""}]}","constrained_program_synthesis","ready","True","1","90","rw-a2-003","apps-live-003; apps-live-004","Privateized A2/constrained_program_synthesis item derived from APPS.","QB-v1.1 upgraded A2 item inspired by APPS / BigCodeBench style constrained synthesis."
"A2-004","QB-v1.2","A2","constrained_program_synthesis","single_turn","hard","capability","请实现 Python 函数 `stitch_sparse_canvas`。
实现函数 stitch_sparse_canvas(size, patches)。初始是 size x size 的 '.' 矩阵。patches 中每项为 (row, col, token, span)，表示从 (row,col) 开始向右填充 token 共 span 格，不得越界。若某格已被占用，则保留字典序更小的 token。返回最终字符串列表。只输出完整函数代码。
要求：
1. 只输出完整函数代码；
2. 不要给解释；
3. 代码需要处理边界情况。","","","exec","{""function_name"": ""stitch_sparse_canvas"", ""response_max_tokens"": 2048, ""tests"": [{""expected"": ""['baab', '....', '..zz', '....']"", ""harness"": ""print(stitch_sparse_canvas(4, [(0,0,'b',3),(0,1,'a',2),(2,2,'z',2)]))""}, {""expected"": ""['...', 'mkk', '...']"", ""harness"": ""print(stitch_sparse_canvas(3, [(1,0,'m',2),(1,1,'k',2)]))""}]}","constrained_program_synthesis","ready","True","1","90","rw-a2-004","apps-live-004; apps-live-005","Privateized A2/constrained_program_synthesis item derived from APPS.","QB-v1.1 upgraded A2 item inspired by APPS / BigCodeBench style constrained synthesis."
